caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
2018-03-13,-0.006243,-0.006304,-0.003949,-0.004092,24450458300.00,505,24605666500.00,505,2765.31,-0.006364
2018-03-14,-0.005415,-0.005689,-0.006160,-0.006489,24311368000.00,505,24450458300.00,505,2749.48,-0.005724
2018-03-15,-0.000838,-0.000901,-0.002434,-0.002515,24289435600.00,505,24311368000.00,505,2747.33,-0.000782
2018-03-16,0.001796,0.001764,0.004556,0.004483,24332380800.00,505,24289435600.00,505,2752.01,0.001703
2018-03-19,-0.014157,-0.014166,-0.011395,-0.011420,24022663600.00,505,24367792000.00,505,2712.92,-0.014204
2018-03-20,0.001355,0.001339,0.000680,0.000635,24054818700.00,505,24022663600.00,505,2716.94,0.001482
2018-03-21,-0.001780,-0.001885,0.000431,0.000380,24009421400.00,505,24054818700.00,505,2711.93,-0.001844
2018-03-22,-0.025057,-0.025092,-0.022484,-0.022513,23406969300.00,505,24009421400.00,505,2643.69,-0.025163
2018-03-23,-0.020962,-0.020973,-0.018606,-0.018634,22907378600.00,505,23406969300.00,505,2588.26,-0.020967
2018-03-26,0.027133,0.027133,0.023016,0.023016,23527770500.00,505,22907378600.00,505,2658.55,0.027157
2018-03-27,-0.017408,-0.017410,-0.012084,-0.012087,23118183400.00,505,23527770500.00,505,2612.62,-0.017276
2018-03-28,-0.002816,-0.003059,-0.001119,-0.001560,23047361900.00,505,23118183400.00,505,2605.00,-0.002917
2018-03-29,0.013847,0.013787,0.012828,0.012683,23343477100.00,505,23047361900.00,505,2640.87,0.013770
2018-04-02,-0.022603,-0.022611,-0.021830,-0.021877,22815687400.00,505,23343477100.00,505,2581.88,-0.022337
2018-04-03,0.012581,0.012540,0.012162,0.012140,23103888700.00,505,22815687400.00,505,2614.45,0.012615
2018-04-04,0.011636,0.011568,0.011587,0.011571,23377031000.00,505,23110226000.00,505,2644.69,0.011566
2018-04-05,0.007132,0.006989,0.006706,0.006648,23540415800.00,505,23377031000.00,505,2662.84,0.006863
2018-04-06,-0.021919,-0.021938,-0.021475,-0.021509,23023460600.00,505,23540415800.00,505,2604.47,-0.021920
2018-04-09,0.003559,0.003264,0.002038,0.001912,23098583000.00,505,23023460600.00,505,2613.16,0.003337
2018-04-10,0.016597,0.016563,0.014615,0.014565,23481163300.00,505,23098583000.00,505,2656.87,0.016727
2018-04-11,-0.005493,-0.005536,-0.003944,-0.003967,23351341900.00,505,23481163300.00,505,2642.19,-0.005525
2018-04-12,0.008280,0.008161,0.005576,0.005474,23541917900.00,505,23351341900.00,505,2663.99,0.008251
2018-04-13,-0.002918,-0.002942,-0.002535,-0.002558,23472635400.00,505,23541917900.00,505,2656.30,-0.002887
2018-04-16,0.008187,0.008154,0.009653,0.009643,23664036100.00,505,23472635400.00,505,2677.84,0.008109
2018-04-17,0.010819,0.010819,0.007989,0.007989,23920048700.00,505,23664036100.00,505,2706.39,0.010662
2018-04-18,0.000885,0.000885,0.002660,0.002660,23940318800.00,505,23920048700.00,505,2708.64,0.000831
2018-04-19,-0.005289,-0.005409,-0.006986,-0.007061,23810705600.00,505,23940318800.00,505,2693.13,-0.005726
2018-04-20,-0.008536,-0.008581,-0.007428,-0.007465,23601177700.00,505,23810705600.00,505,2670.14,-0.008537
2018-04-23,-0.000043,-0.000043,0.001946,0.001946,23598153300.00,505,23601177700.00,505,2670.29,0.000056
2018-04-24,-0.013428,-0.013453,-0.009841,-0.009884,23280425100.00,505,23598153300.00,505,2634.56,-0.013381
2018-04-25,0.001845,0.001845,0.002654,0.002654,23323171800.00,505,23280425100.00,505,2639.40,0.001837
2018-04-26,0.010462,0.010462,0.007363,0.007363,23566883900.00,505,23323171800.00,505,2666.94,0.010434
2018-04-27,0.001203,0.001139,0.003051,0.002933,23587544800.00,505,23566883900.00,505,2669.91,0.001114
2018-04-30,-0.007996,-0.008028,-0.009077,-0.009183,23358084000.00,505,23587544800.00,505,2648.05,-0.008188
2018-05-01,0.002453,0.002448,0.000911,0.000901,23418291900.00,506,23362026900.00,506,2654.80,0.002549
2018-05-02,-0.007358,-0.007358,-0.008650,-0.008650,23241812700.00,505,23414238300.00,505,2635.67,-0.007206
2018-05-03,-0.002101,-0.002215,-0.003547,-0.003631,23190323300.00,505,23241812700.00,505,2629.73,-0.002254
2018-05-04,0.012933,0.012760,0.011859,0.011708,23491987600.00,505,23190323300.00,505,2663.42,0.012811
2018-05-07,0.003380,0.003360,0.001668,0.001608,23570911700.00,505,23491987600.00,505,2672.63,0.003458
2018-05-08,-0.000218,-0.000229,-0.000618,-0.000640,23565519200.00,505,23570911700.00,505,2671.92,-0.000266
2018-05-09,0.009517,0.009402,0.008331,0.008225,23786738100.00,506,23568313200.00,506,2697.79,0.009682
2018-05-10,0.009527,0.009268,0.008702,0.008557,24004005100.00,505,23783571600.00,505,2723.07,0.009371
2018-05-11,0.002117,0.001784,0.001126,0.001039,24046807200.00,505,24004005100.00,505,2727.72,0.001708
2018-05-14,0.000948,0.000907,0.000319,0.000210,24068614200.00,505,24046807200.00,505,2730.13,0.000884
2018-05-15,-0.006736,-0.006782,-0.004595,-0.004693,23905372300.00,505,24068614200.00,505,2711.45,-0.006842
2018-05-16,0.004428,0.004158,0.005482,0.005330,24004765500.00,505,23905372300.00,505,2722.46,0.004061
2018-05-17,-0.000679,-0.000982,0.001001,0.000772,23979832200.00,505,24004765500.00,505,2720.13,-0.000856
2018-05-18,-0.002632,-0.002712,-0.001794,-0.001882,23914836000.00,505,23979832200.00,505,2712.97,-0.002632
2018-05-21,0.007425,0.007394,0.006213,0.006155,24091785000.00,505,23914836000.00,505,2733.01,0.007387
2018-05-22,-0.003195,-0.003211,-0.003606,-0.003629,24014428400.00,505,24091785000.00,505,2724.44,-0.003136
2018-05-23,0.003406,0.003377,0.002027,0.001977,24095478300.00,505,24014428400.00,505,2733.29,0.003248
2018-05-24,-0.001959,-0.001996,-0.000375,-0.000467,24047378400.00,505,24095478300.00,505,2727.76,-0.002023
2018-05-25,-0.002170,-0.002284,-0.001550,-0.001601,23992461600.00,505,24047378400.00,505,2721.33,-0.002357
2018-05-29,-0.011460,-0.011502,-0.011170,-0.011205,23716460500.00,505,23992461600.00,505,2689.86,-0.011564
2018-05-30,0.012907,0.012732,0.013064,0.012904,24018409200.00,505,23716460500.00,505,2724.01,0.012696
2018-05-31,-0.006667,-0.006886,-0.009215,-0.009500,23844718600.00,505,24024624700.00,505,2705.27,-0.006880
2018-06-01,0.010939,0.010843,0.008911,0.008766,24098150000.00,505,23844718600.00,505,2734.62,0.010849
2018-06-04,0.004780,0.004758,0.003310,0.003297,24212740700.00,505,24098150000.00,505,2746.87,0.004480
2018-06-05,0.000746,0.000685,0.001867,0.001776,24233215100.00,505,24216619200.00,505,2748.80,0.000703
2018-06-06,0.008543,0.008509,0.007906,0.007870,24439425200.00,505,24233215100.00,505,2772.35,0.008567
2018-06-07,-0.000614,-0.000792,0.000731,0.000450,24393817500.00,505,24413144900.00,505,2770.37,-0.000714
2018-06-08,0.003144,0.003102,0.004776,0.004735,24469526500.00,505,24393817500.00,505,2779.03,0.003126
2018-06-11,0.001203,0.001200,0.002202,0.002197,24499020500.00,505,24469526500.00,505,2782.00,0.001069
2018-06-12,0.001816,0.001771,0.003126,0.003044,24542415200.00,505,24499020500.00,505,2786.85,0.001743
2018-06-13,-0.003889,-0.003928,-0.005071,-0.005131,24446022600.00,505,24542415200.00,505,2775.63,-0.004026
2018-06-14,0.002793,0.002490,0.003002,0.002652,24506828600.00,505,24446022600.00,505,2782.49,0.002472
2018-06-15,-0.000888,-0.000989,0.000362,0.000267,24405068800.00,505,24429558900.00,504,2779.66,-0.001017
2018-06-18,-0.002020,-0.002038,-0.001385,-0.001402,24372547600.00,505,24422327200.00,504,2773.75,-0.002126
2018-06-19,-0.003911,-0.003956,-0.004190,-0.004248,24276131800.00,505,24372547600.00,504,2762.59,-0.004023
2018-06-20,0.001673,0.001672,0.002708,0.002705,24336480700.00,505,24295859300.00,505,2767.32,0.001712
2018-06-21,-0.006173,-0.006267,-0.005734,-0.005820,24183974100.00,505,24336480700.00,505,2749.76,-0.006345
2018-06-22,0.001881,0.001853,0.002516,0.002467,24226626400.00,505,24183974100.00,505,2754.88,0.001862
2018-06-25,-0.013621,-0.013621,-0.010932,-0.010932,23896626900.00,505,24226626400.00,505,2717.07,-0.013725
2018-06-26,0.002200,0.002200,0.000947,0.000947,23949191100.00,505,23896626900.00,505,2723.06,0.002205
2018-06-27,-0.008635,-0.008635,-0.008729,-0.008729,23742395300.00,505,23949191100.00,505,2699.63,-0.008604
2018-06-28,0.006236,0.006100,0.004175,0.003923,23887230000.00,505,23742395300.00,505,2716.31,0.006179
2018-06-29,0.000819,0.000757,0.000937,0.000809,23915147100.00,505,23887230000.00,505,2718.37,0.000758
2018-07-02,0.002994,0.002950,0.000519,0.000470,23976830800.00,505,23906296300.00,505,2726.71,0.003068
2018-07-03,-0.004886,-0.004887,-0.001480,-0.001484,23859581200.00,505,23976830800.00,505,2713.22,-0.004947
2018-07-05,0.008779,0.008541,0.007932,0.007843,24063377000.00,505,23859581200.00,505,2736.61,0.008621
2018-07-06,0.008510,0.008440,0.007722,0.007683,24266465600.00,505,24063377000.00,505,2759.82,0.008481
2018-07-09,0.009223,0.008941,0.008275,0.008144,24483434100.00,505,24266465600.00,505,2784.17,0.008823
2018-07-10,0.003518,0.003495,0.002560,0.002527,24569009200.00,505,24483434100.00,505,2793.84,0.003473
2018-07-11,-0.006999,-0.006999,-0.008332,-0.008333,24397216600.00,505,24569009200.00,505,2774.02,-0.007094
2018-07-12,0.008888,0.008784,0.005700,0.005604,24611526400.00,505,24397216600.00,505,2798.29,0.008749
2018-07-13,0.001186,0.001182,0.001139,0.001129,24640428600.00,505,24611526400.00,505,2801.31,0.001079
2018-07-16,-0.000954,-0.001007,-0.003138,-0.003162,24615679300.00,505,24640428600.00,505,2798.43,-0.001028
2018-07-17,0.004152,0.004137,0.003554,0.003541,24717457600.00,505,24615679300.00,505,2809.55,0.003974
2018-07-18,0.001869,0.001869,0.002583,0.002583,24764371800.00,505,24717457600.00,505,2815.62,0.002160
2018-07-19,-0.003890,-0.003990,-0.000373,-0.000429,24665574000.00,505,24764371800.00,505,2804.49,-0.003953
2018-07-20,-0.000864,-0.000905,-0.003439,-0.003485,24640860100.00,505,24665574000.00,505,2801.83,-0.000948
2018-07-23,0.001797,0.001797,0.000485,0.000485,24684897400.00,505,24640860100.00,505,2806.98,0.001838
2018-07-24,0.004859,0.004811,-0.000597,-0.000641,24803329300.00,505,24684897400.00,505,2820.40,0.004781
2018-07-25,0.009146,0.009136,0.008405,0.008392,25028824000.00,505,24803329300.00,505,2846.07,0.009102
2018-07-26,-0.003051,-0.003051,0.003907,0.003907,24952498900.00,505,25028824000.00,505,2837.44,-0.003032
2018-07-27,-0.006494,-0.006497,-0.005815,-0.005829,24785622200.00,505,24952498900.00,505,2818.82,-0.006562
2018-07-30,-0.005769,-0.005855,-0.004240,-0.004342,24640401700.00,505,24785622200.00,505,2802.60,-0.005754
2018-07-31,0.004808,0.004772,0.007200,0.007081,24729614800.00,505,24640401700.00,505,2816.29,0.004885
2018-08-01,-0.001194,-0.001194,-0.006718,-0.006718,24699495300.00,505,24729614800.00,505,2813.36,-0.001040
2018-08-02,0.005090,0.004988,0.004112,0.004032,24822558000.00,505,24699495300.00,505,2827.22,0.004926
2018-08-03,0.004861,0.004733,0.005022,0.004862,24935723900.00,505,24822558000.00,505,2840.35,0.004644
2018-08-06,0.003469,0.003375,0.002426,0.002341,25019940500.00,505,24935723900.00,505,2850.40,0.003538
2018-08-07,0.002771,0.002763,0.002182,0.002162,25089070100.00,505,25019940500.00,505,2858.45,0.002824
2018-08-08,-0.000208,-0.000236,-0.001751,-0.001795,25083156000.00,505,25089070100.00,505,2857.70,-0.000262
2018-08-09,-0.001117,-0.001413,-0.001102,-0.001248,25047850600.00,505,25083156000.00,505,2853.58,-0.001442
2018-08-10,-0.006687,-0.006974,-0.007270,-0.007315,24873170600.00,505,25047850600.00,505,2833.28,-0.007114
2018-08-13,-0.003947,-0.003965,-0.004722,-0.004778,24774602000.00,505,24873170600.00,505,2821.93,-0.004006
2018-08-14,0.006620,0.006532,0.008319,0.008173,24936418000.00,505,24774602000.00,505,2839.96,0.006389
2018-08-15,-0.007539,-0.007714,-0.007326,-0.007452,24743703500.00,505,24936418000.00,505,2818.37,-0.007602
2018-08-16,0.008630,0.008320,0.008248,0.007999,24949574400.00,505,24743703500.00,505,2840.69,0.007919
2018-08-17,0.003340,0.003257,0.005216,0.005129,25030871800.00,505,24949574400.00,505,2850.13,0.003323
2018-08-20,0.002357,0.002320,0.004800,0.004740,25088935200.00,505,25030871800.00,505,2857.05,0.002428
2018-08-21,0.002052,0.002014,0.003219,0.003140,25139471200.00,505,25088935200.00,505,2862.96,0.002069
2018-08-22,-0.000295,-0.000323,-0.002186,-0.002237,25131313800.00,505,25139471200.00,505,2861.82,-0.000398
2018-08-23,-0.001718,-0.001782,-0.002738,-0.002845,25086533000.00,505,25131313800.00,505,2856.98,-0.001691
2018-08-24,0.006145,0.006134,0.005352,0.005326,25240462400.00,505,25086533000.00,505,2874.69,0.006199
2018-08-27,0.007753,0.007641,0.006188,0.006146,25433278000.00,505,25240462400.00,505,2896.74,0.007670
2018-08-28,0.000302,0.000296,0.000547,0.000528,25442231600.00,505,25434719800.00,505,2897.52,0.000269
2018-08-29,0.005908,0.005823,0.003954,0.003918,25590391700.00,505,25442231600.00,505,2914.04,0.005701
2018-08-30,-0.004273,-0.004436,-0.006628,-0.006883,25476939700.00,505,25590391700.00,505,2901.13,-0.004430
2018-08-31,0.000257,0.000152,0.000621,0.000467,25450302800.00,505,25476939700.00,505,2901.52,0.000134
2018-09-04,-0.001553,-0.001641,-0.001892,-0.001977,25408531200.00,505,25450302800.00,505,2896.72,-0.001654
2018-09-05,-0.002925,-0.002933,0.000535,0.000509,25334004000.00,505,25408531200.00,505,2888.60,-0.002803
2018-09-06,-0.003484,-0.003779,-0.002659,-0.002918,25238274200.00,505,25334004000.00,505,2878.05,-0.003652
2018-09-07,-0.002198,-0.002280,-0.003534,-0.003648,25179535800.00,505,25238274200.00,505,2871.68,-0.002213
2018-09-10,0.001961,0.001961,0.003787,0.003787,25234534000.00,505,25179535800.00,505,2877.13,0.001898
2018-09-11,0.003861,0.003794,0.000878,0.000719,25330285500.00,505,25234534000.00,505,2887.89,0.003740
2018-09-12,0.000385,0.000374,0.001665,0.001645,25324842700.00,505,25315381500.00,504,2888.92,0.000357
2018-09-13,0.005413,0.005150,0.004226,0.003914,25455138100.00,505,25324842700.00,504,2904.18,0.005282
2018-09-14,0.000355,0.000208,0.001524,0.001358,25441642400.00,505,25455138100.00,504,2904.98,0.000275
2018-09-17,-0.005689,-0.005704,-0.003424,-0.003471,25311605000.00,505,25456705400.00,505,2888.80,-0.005570
2018-09-18,0.005377,0.005337,0.004573,0.004518,25446704000.00,505,25311605000.00,505,2904.31,0.005369
2018-09-19,0.001158,0.001154,0.000342,0.000330,25476074800.00,505,25446704000.00,505,2907.95,0.001253
2018-09-20,0.007913,0.007869,0.006612,0.006519,25676534000.00,505,25476074800.00,505,2930.75,0.007841
2018-09-21,-0.000432,-0.000453,0.001151,0.001095,25664837000.00,505,25676534000.00,505,2929.67,-0.000369
2018-09-24,-0.003476,-0.003476,-0.007172,-0.007172,25575637600.00,505,25664837000.00,505,2919.37,-0.003516
2018-09-25,-0.001081,-0.001151,-0.002895,-0.002923,25546161300.00,505,25575637600.00,505,2915.56,-0.001305
2018-09-26,-0.003269,-0.003269,-0.003835,-0.003835,25463709100.00,505,25546161300.00,505,2905.97,-0.003289
2018-09-27,0.002975,0.002789,0.000259,-0.000046,25534736900.00,505,25463709100.00,505,2914.00,0.002763
2018-09-28,-0.000004,-0.000046,0.001706,0.001611,25478910100.00,505,25534736900.00,505,2913.98,-0.000007
2018-10-01,0.003580,0.003573,0.000334,0.000297,25560457100.00,506,25470324200.00,506,2924.59,0.003641
2018-10-02,-0.000503,-0.000537,-0.001853,-0.001863,25545365600.00,505,25559094300.00,505,2923.43,-0.000397
2018-10-03,0.000547,0.000547,0.000398,0.000398,25559338100.00,505,25545365600.00,505,2925.51,0.000711
2018-10-04,-0.008027,-0.008257,-0.007051,-0.007142,25348293900.00,505,25559338100.00,505,2901.61,-0.008170
2018-10-05,-0.005596,-0.005611,-0.004915,-0.004931,25206056200.00,505,25348293900.00,505,2885.57,-0.005528
2018-10-08,-0.000374,-0.000374,0.001144,0.001144,25195472000.00,505,25206056200.00,505,2884.43,-0.000395
2018-10-09,-0.001132,-0.001415,-0.004831,-0.004972,25159817300.00,505,25195472000.00,505,2880.34,-0.001418
2018-10-10,-0.032810,-0.032818,-0.029065,-0.029075,24334241100.00,505,25159817300.00,505,2785.68,-0.032864
2018-10-11,-0.020415,-0.020421,-0.021357,-0.021382,23845297900.00,505,24342209000.00,505,2728.37,-0.020573
2018-10-12,0.014451,0.014347,0.009395,0.009331,24187375800.00,505,23845297900.00,505,2767.13,0.014206
2018-10-15,-0.005826,-0.005856,-0.000588,-0.000596,24045740400.00,505,24187375800.00,505,2750.79,-0.005905
2018-10-16,0.021537,0.021510,0.020099,0.020068,24562966200.00,505,24045740400.00,505,2809.92,0.021496
2018-10-17,-0.000107,-0.000145,-0.002444,-0.002462,24568533100.00,505,24562966200.00,505,2809.21,-0.000253
2018-10-18,-0.014414,-0.014505,-0.013108,-0.013164,24212085200.00,505,24568533100.00,505,2768.78,-0.014392
2018-10-19,-0.000223,-0.000253,-0.002782,-0.002815,24206406600.00,505,24212085200.00,505,2767.78,-0.000361
2018-10-22,-0.004162,-0.004186,-0.006501,-0.006536,24105350000.00,505,24206406600.00,505,2755.88,-0.004299
2018-10-23,-0.005335,-0.005384,-0.006116,-0.006160,23974874700.00,505,24105350000.00,505,2740.69,-0.005512
2018-10-24,-0.030793,-0.030793,-0.027541,-0.027541,23235984600.00,505,23974874700.00,505,2656.10,-0.030864
2018-10-25,0.018863,0.018863,0.013873,0.013873,23674274700.00,505,23235984600.00,505,2705.57,0.018625
2018-10-26,-0.017528,-0.017531,-0.015647,-0.015661,23253992300.00,505,23674274700.00,505,2658.69,-0.017327
2018-10-29,-0.006758,-0.006771,-0.000919,-0.000937,23096071000.00,506,23257430500.00,506,2641.25,-0.006560
2018-10-30,0.015768,0.015675,0.020892,0.020770,23454733600.00,505,23092883400.00,505,2682.63,0.015667
2018-10-31,0.010898,0.010865,0.006722,0.006600,23738730600.00,505,23407427400.00,504,2711.74,0.010851
2018-11-01,0.010772,0.010745,0.015692,0.015644,23993854100.00,505,23738730600.00,505,2740.37,0.010558
2018-11-02,-0.006303,-0.006390,-0.003724,-0.003844,23838397700.00,505,23993854100.00,505,2723.06,-0.006317
2018-11-05,0.005278,0.005253,0.007173,0.007142,23944900600.00,505,23819814400.00,504,2738.31,0.005600
2018-11-06,0.006261,0.006183,0.006920,0.006866,24103899500.00,505,23955835200.00,505,2755.45,0.006259
2018-11-07,0.021376,0.021367,0.015905,0.015871,24619208800.00,505,24103899500.00,505,2813.89,0.021209
2018-11-08,-0.001915,-0.002444,-0.001785,-0.002102,24559041100.00,505,24619208800.00,505,2806.83,-0.002509
2018-11-09,-0.008872,-0.009038,-0.008544,-0.008634,24332384100.00,505,24559041100.00,505,2781.01,-0.009199
2018-11-12,-0.019730,-0.019730,-0.016129,-0.016129,23852290400.00,505,24332384100.00,505,2726.22,-0.019701
2018-11-13,-0.001557,-0.001589,-0.000453,-0.000532,23816467900.00,505,23854383400.00,505,2722.18,-0.001482
2018-11-14,-0.007426,-0.007681,-0.006364,-0.006523,23633363300.00,505,23816467900.00,505,2701.58,-0.007567
2018-11-15,0.010784,0.010453,0.008696,0.008438,23880291900.00,505,23633363300.00,505,2730.20,0.010594
2018-11-16,0.002068,0.001993,0.003454,0.003369,23927893200.00,505,23880291900.00,505,2736.27,0.002223
2018-11-19,-0.016794,-0.016822,-0.014038,-0.014097,23525406000.00,505,23927893200.00,505,2690.73,-0.016643
2018-11-20,-0.017964,-0.018038,-0.016824,-0.016976,23101043800.00,505,23525406000.00,505,2641.89,-0.018151
2018-11-21,0.003220,0.003136,0.006587,0.006445,23173449000.00,505,23101043800.00,505,2649.93,0.003043
2018-11-23,-0.006254,-0.006309,-0.003504,-0.003632,23027239000.00,505,23173449000.00,505,2632.56,-0.006555
2018-11-26,0.015662,0.015547,0.014462,0.014420,23385002300.00,505,23027239000.00,505,2673.45,0.015532
2018-11-27,0.003142,0.003133,0.000144,0.000122,23434983300.00,505,23361782800.00,504,2682.17,0.003262
2018-11-28,0.023219,0.023156,0.018891,0.018852,23977636900.00,505,23434983300.00,504,2743.79,0.022974
2018-11-29,-0.002023,-0.002270,-0.003102,-0.003363,23853734100.00,505,23907998900.00,503,2737.76,-0.002198
2018-11-30,0.008354,0.008178,0.005731,0.005525,24036175900.00,505,23853734100.00,503,2760.17,0.008186
2018-12-03,0.011168,0.011167,0.011049,0.011039,24338508100.00,505,24069724300.00,505,2790.37,0.010941
2018-12-04,-0.032406,-0.032460,-0.031837,-0.031912,23548445500.00,505,24338508100.00,505,2700.06,-0.032365
2018-12-06,-0.001166,-0.001517,-0.002856,-0.003132,23512721800.00,505,23548445500.00,505,2695.95,-0.001522
2018-12-07,-0.023289,-0.023445,-0.021670,-0.021816,22961390700.00,505,23512721800.00,505,2633.08,-0.023320
2018-12-10,0.001836,0.001828,-0.002208,-0.002229,23003357400.00,505,22961390700.00,505,2637.72,0.001762
2018-12-11,-0.000315,-0.000366,-0.001567,-0.001661,22994936100.00,505,23003357400.00,505,2636.78,-0.000356
2018-12-12,0.005438,0.005427,0.005614,0.005599,23119772400.00,505,22994936100.00,505,2651.07,0.005419
2018-12-13,-0.000162,-0.000345,-0.005048,-0.005403,23111796900.00,505,23119772400.00,505,2650.54,-0.000200
2018-12-14,-0.018966,-0.019079,-0.014750,-0.014930,22670835900.00,505,23111796900.00,505,2599.95,-0.019087
2018-12-17,-0.020806,-0.020862,-0.021192,-0.021271,22197533700.00,505,22670835900.00,505,2545.94,-0.020773
2018-12-18,0.000361,0.000300,-0.001430,-0.001497,22204193000.00,505,22197533700.00,505,2546.16,0.000086
2018-12-19,-0.015413,-0.015507,-0.015380,-0.015440,21859877800.00,505,22204193000.00,505,2506.96,-0.015396
2018-12-20,-0.015962,-0.015984,-0.016404,-0.016432,21510474300.00,505,21859877800.00,505,2467.42,-0.015772
2018-12-21,-0.020924,-0.020924,-0.018704,-0.018704,21009258400.00,505,21458413100.00,504,2416.62,-0.020588
2018-12-24,-0.026912,-0.026983,-0.026481,-0.026513,20453672200.00,505,21020880600.00,505,2351.10,-0.027112
2018-12-26,0.049762,0.049744,0.045981,0.045970,21471124300.00,505,20453672200.00,505,2467.70,0.049594
2018-12-27,0.008541,0.008450,0.008352,0.008233,21652548800.00,505,21471124300.00,505,2488.83,0.008563
2018-12-28,-0.001050,-0.001216,-0.002121,-0.002408,21622679300.00,505,21652548800.00,505,2485.74,-0.001242
2018-12-31,0.008649,0.008523,0.008061,0.007837,21808021400.00,505,21622679300.00,505,2506.85,0.008492
2019-01-02,0.001449,0.001447,0.000769,0.000760,21847086600.00,505,21815526500.00,505,2510.03,0.001269
2019-01-03,-0.024185,-0.024437,-0.018846,-0.018940,21313218900.00,505,21847086600.00,505,2447.89,-0.024757
2019-01-04,0.034411,0.034411,0.033484,0.033484,22046562100.00,505,21313218900.00,505,2531.94,0.034336
2019-01-07,0.007184,0.007181,0.010321,0.010315,22204872800.00,505,22046562100.00,505,2549.69,0.007010
2019-01-08,0.009812,0.009786,0.010784,0.010738,22422161500.00,505,22204872800.00,505,2574.41,0.009695
2019-01-09,0.004378,0.004071,0.006860,0.006736,22513441800.00,505,22422161500.00,505,2584.96,0.004098
2019-01-10,0.004437,0.004435,0.006390,0.006383,22613291200.00,505,22513441800.00,505,2596.64,0.004518
2019-01-11,-0.000186,-0.000190,0.001122,0.001113,22608984100.00,505,22613291200.00,505,2596.26,-0.000146
2019-01-14,-0.005098,-0.005205,-0.005431,-0.005505,22491294500.00,505,22608984100.00,505,2582.61,-0.005258
2019-01-15,0.010897,0.010867,0.007040,0.007032,22735706700.00,505,22491294500.00,505,2610.30,0.010722
2019-01-16,0.002342,0.002317,0.002516,0.002496,22788393800.00,505,22735706700.00,505,2616.10,0.002222
2019-01-17,0.007688,0.007592,0.008914,0.008869,22961398200.00,505,22788393800.00,505,2635.96,0.007591
2019-01-18,0.013054,0.013028,0.015169,0.015140,23266306300.00,505,22969811000.00,505,2670.71,0.013183
2019-01-22,-0.014128,-0.014165,-0.013814,-0.013849,22936731800.00,505,23266306300.00,505,2632.90,-0.014157
2019-01-23,0.002240,0.002238,-0.000119,-0.000124,22991756000.00,505,22936731800.00,505,2638.70,0.002203
2019-01-24,0.001365,0.001335,0.005043,0.005018,23022454000.00,505,22991756000.00,505,2642.33,0.001376
2019-01-25,0.008474,0.008439,0.010686,0.010613,23208350100.00,505,23022454000.00,505,2664.76,0.008489
2019-01-28,-0.007767,-0.007767,-0.004054,-0.004054,23025299800.00,505,23208350100.00,505,2643.85,-0.007847
2019-01-29,-0.001588,-0.001602,0.001410,0.001380,22988427400.00,505,23025299800.00,505,2640.00,-0.001456
2019-01-30,0.015589,0.015471,0.010975,0.010829,23344015000.00,505,22988427400.00,505,2681.05,0.015549
2019-01-31,0.009047,0.008829,0.006965,0.006792,23530103500.00,505,23344015000.00,505,2704.10,0.008597
2019-02-01,0.000532,0.000405,0.002660,0.002533,23535392400.00,505,23530103500.00,505,2706.53,0.000899
2019-02-04,0.006822,0.006805,0.005243,0.005224,23695422000.00,505,23535392400.00,505,2724.87,0.006776
2019-02-05,0.004871,0.004863,0.004181,0.004164,23810649600.00,505,23695422000.00,505,2737.70,0.004708
2019-02-06,-0.002180,-0.002272,-0.001293,-0.001353,23756723400.00,505,23810649600.00,505,2731.61,-0.002224
2019-02-07,-0.009075,-0.009219,-0.006900,-0.007000,23536434000.00,505,23756723400.00,505,2706.05,-0.009357
2019-02-08,0.000911,0.000582,0.001842,0.001746,23551799300.00,506,23541220900.00,506,2707.88,0.000676
2019-02-11,0.000711,0.000701,0.002648,0.002630,23563736500.00,505,23547239300.00,505,2709.80,0.000709
2019-02-12,0.013018,0.012950,0.012302,0.012224,23868688700.00,505,23563736500.00,505,2744.73,0.012890
2019-02-13,0.003121,0.003042,0.004325,0.004173,23941665700.00,505,23868688700.00,505,2753.03,0.003024
2019-02-14,-0.002304,-0.002648,-0.002097,-0.002360,23873982300.00,505,23938235800.00,504,2745.73,-0.002652
2019-02-15,0.010844,0.010769,0.010967,0.010822,24145774500.00,505,23885198900.00,505,2775.60,0.010879
2019-02-19,0.001752,0.001681,0.002134,0.002048,24186388800.00,505,24145774500.00,505,2779.76,0.001499
2019-02-20,0.001832,0.001644,0.003118,0.002993,24224541000.00,505,24186388800.00,505,2784.70,0.001777
2019-02-21,-0.003445,-0.003535,-0.003797,-0.003986,24138991600.00,505,24224541000.00,505,2774.88,-0.003526
2019-02-22,0.006174,0.006143,0.005487,0.005401,24288215200.00,505,24138991600.00,505,2792.67,0.006411
2019-02-25,0.001318,0.001182,-0.000163,-0.000208,24317914100.00,505,24288215200.00,505,2796.11,0.001232
2019-02-26,-0.000786,-0.000798,-0.002483,-0.002509,24295062400.00,505,24317914100.00,505,2793.90,-0.000790
2019-02-27,-0.000339,-0.000489,0.000148,-0.000022,24285830600.00,505,24297611500.00,505,2792.38,-0.000544
2019-02-28,-0.002310,-0.002608,-0.002067,-0.002367,24149495400.00,505,24285830600.00,505,2784.49,-0.002826
